title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_distinct_seasons,tconst,imdb_title_type
First and Last,2018,18+,6.7,44/100,0,0,0,1,TRUE,356,6500000,300000,TRUE,TRUE,2018-09-07,1,tt8893502,tvSeries
Boca Juniors Confidential,2018,all,6.4,38/100,0,0,0,1,TRUE,308,400000,100000,TRUE,TRUE,2018-09-14,1,tt8893546,tvSeries
Car Masters: Rust to Riches,2018,7+,8.8,61/100,0,0,0,1,TRUE,8275,90200000,12100000,TRUE,FALSE,2018-09-14,5,tt8893550,tvSeries
Last Hope,2018,16+,5.8,41/100,0,0,0,1,TRUE,378,2700000,300000,TRUE,FALSE,2018-03-28,2,tt8893554,tvSeries
Battlefish,2018,"",7.1,43/100,0,0,0,1,TRUE,358,7200000,500000,TRUE,TRUE,2018-09-21,1,tt8893566,tvSeries
Take My Brother Away,2018,all,7.1,43/100,0,0,0,1,TRUE,138,700000,,FALSE,FALSE,2018-08-24,1,tt8894324,tvSeries
Brotherhood,2019,16+,7.6,45/100,0,1,0,2,FALSE,1054,30000000,2000000,TRUE,TRUE,2019-10-25,2,tt8905964,tvSeries
Hyperdrive,2019,7+,8.1,67/100,0,1,0,2,FALSE,2310,6300000,300000,TRUE,TRUE,2019-08-21,1,tt8911552,tvSeries
Super Drags,2018,18+,5.6,47/100,0,0,0,1,TRUE,1371,200000,,TRUE,TRUE,2018-11-09,1,tt8912244,tvSeries
Sunderland 'Til I Die,2018,18+,8.1,60/100,0,0,0,1,TRUE,7063,1900000,200000,TRUE,TRUE,2018-12-14,2,tt8914684,tvSeries
Signs,2018,18+,6.2,48/100,0,1,0,2,FALSE,1234,10500000,700000,TRUE,TRUE,2020-04-15,2,tt8917248,tvSeries
Jinn,2019,16+,3.5,50/100,0,0,0,1,TRUE,9605,2100000,300000,TRUE,TRUE,2019-06-13,1,tt8923396,tvSeries
Black Summer,2019,18+,6.5,76/100,0,0,0,1,TRUE,20279,49300000,3700000,TRUE,TRUE,2019-04-11,2,tt8923854,tvSeries
Age of Rebellion,2018,"",8.6,41/100,0,0,0,1,TRUE,40,400000,,FALSE,FALSE,,1,tt8931836,tvSeries
Motown Magic,2018,all,7.7,41/100,0,0,0,1,TRUE,261,5700000,400000,TRUE,TRUE,2018-11-20,2,tt8959860,tvSeries
High Seas,2019,16+,6.8,58/100,0,0,0,1,TRUE,6325,19200000,1600000,TRUE,TRUE,2019-05-24,3,tt8961508,tvSeries
Vai Anitta,2018,"",5.5,35/100,0,0,0,1,TRUE,425,100000,,TRUE,TRUE,2018-11-15,1,tt8961530,tvMiniSeries
Emily in Paris,2020,18+,7,68/100,0,0,0,1,TRUE,53340,335400000,14200000,TRUE,TRUE,2020-10-02,3,tt8962124,tvSeries
Ashes of Love,2018,7+,8.4,53/100,0,0,0,1,TRUE,1518,19400000,200000,FALSE,FALSE,,1,tt8976346,tvSeries
45 RPM,2019,16+,7.3,45/100,0,0,0,1,TRUE,409,500000,,FALSE,FALSE,2019-08-15,1,tt8987918,tvSeries
My First First Love,2019,7+,7.5,53/100,0,0,0,1,TRUE,1620,30300000,2000000,TRUE,TRUE,2019-04-18,2,tt8995604,tvSeries
Firefly Lane,2021,18+,7.4,67/100,0,0,0,1,TRUE,15765,421000000,6900000,TRUE,TRUE,2021-02-03,2,tt9012876,tvSeries
No Good Nick,2019,7+,6,54/100,0,0,0,1,TRUE,2378,23800000,2100000,TRUE,TRUE,2019-04-15,2,tt9039142,tvSeries
Yankee,2019,18+,6,47/100,0,0,0,1,TRUE,538,28300000,1100000,TRUE,TRUE,2019-06-14,1,tt9046782,tvSeries
FIGHTWORLD,2018,18+,7.6,49/100,0,0,0,1,TRUE,713,1600000,100000,TRUE,TRUE,2018-10-12,1,tt9047526,tvSeries
The Chosen One,2019,18+,5.8,47/100,0,0,0,1,TRUE,599,48200000,10400000,TRUE,TRUE,2019-06-28,2,tt9048368,tvMiniSeries
The Bonfire of Destiny,2019,16+,7.7,55/100,0,0,0,1,TRUE,3579,29300000,1400000,TRUE,TRUE,2019-12-26,1,tt9050352,tvMiniSeries
Evil,2019,18+,7.7,85/100,0,0,0,1,TRUE,13053,100000,,FALSE,FALSE,,1,tt9055008,tvSeries
Kengan Ashura,2019,"",8,61/100,0,0,0,1,TRUE,3637,37100000,7300000,TRUE,TRUE,2023-09-21,1,tt9058134,tvSeries
Warrior Nun,2020,18+,6.9,68/100,0,0,0,1,TRUE,23646,76700000,4700000,TRUE,TRUE,2020-07-02,2,tt9059350,tvSeries
The I-Land,2019,18+,4.6,53/100,0,0,0,1,TRUE,15412,17400000,2000000,TRUE,TRUE,2019-09-12,1,tt9067020,tvMiniSeries
White Lines,2020,18+,6.6,59/100,0,0,0,1,TRUE,15109,16000000,900000,TRUE,TRUE,2020-05-15,1,tt9073958,tvSeries
Accidentally In Love,2018,7+,7.6,51/100,0,0,0,1,TRUE,888,7300000,200000,FALSE,FALSE,2018-10-19,1,tt9077184,tvSeries
Haunted,2018,18+,4.6,50/100,0,0,0,1,TRUE,2824,7600000,1300000,TRUE,TRUE,2018-10-19,3,tt9077192,tvSeries
Larva Island,2018,"",6.5,43/100,0,0,0,1,TRUE,350,34500000,8300000,TRUE,TRUE,2018-10-19,2,tt9077194,tvSeries
The Degenerates,2018,18+,6.2,36/100,0,0,0,1,TRUE,594,1000000,200000,TRUE,TRUE,2018-10-30,2,tt9077196,tvSeries
Gormiti,2018,7+,6,41/100,0,0,0,1,TRUE,88,2700000,200000,FALSE,FALSE,,3,tt9077350,tvSeries
Virgin River,2019,16+,7.4,76/100,0,0,0,1,TRUE,22973,731900000,69100000,TRUE,TRUE,2019-12-06,5,tt9077530,tvSeries
Sweet Magnolias,2020,16+,7.4,69/100,0,0,0,1,TRUE,9585,339900000,35000000,TRUE,TRUE,2020-05-19,3,tt9077540,tvSeries
Hoops,2020,18+,6,52/100,0,0,0,1,TRUE,4673,5400000,500000,TRUE,TRUE,2020-08-21,1,tt9077562,tvSeries
Murder Mountain,2018,16+,6.9,54/100,0,0,0,1,TRUE,2654,7000000,600000,TRUE,TRUE,2018-12-28,1,tt9078908,tvMiniSeries
The Valhalla Murders,2019,18+,7.1,64/100,0,0,0,1,TRUE,9687,20300000,2000000,TRUE,TRUE,2020-03-13,1,tt9100822,tvSeries
Spinning Out,2020,18+,7.6,67/100,0,0,0,1,TRUE,11445,31600000,2300000,TRUE,TRUE,2020-01-01,1,tt9117054,tvSeries
Romance is a Bonus Book,2019,"",8.1,55/100,0,0,0,1,TRUE,3516,30900000,900000,TRUE,TRUE,2019-01-26,1,tt9130542,tvSeries
Trinkets,2019,18+,7.1,67/100,0,0,0,1,TRUE,7809,11400000,1200000,TRUE,TRUE,2019-06-14,2,tt9134194,tvSeries
Dracula,2020,18+,6.8,71/100,0,0,0,1,TRUE,43109,18300000,2000000,TRUE,TRUE,2020-01-04,1,tt9139220,tvMiniSeries
Love Alarm,2019,"",6.8,52/100,0,0,0,1,TRUE,3522,45200000,3500000,TRUE,TRUE,2019-08-22,2,tt9145880,tvSeries
To the Lake,2019,"",7.3,62/100,0,0,0,1,TRUE,10128,26000000,1600000,TRUE,TRUE,2020-10-07,1,tt9151230,tvSeries
Family Reunion,2019,7+,6.5,52/100,0,0,0,1,TRUE,1949,124900000,14000000,TRUE,TRUE,2019-07-10,5,tt9153270,tvSeries
Archibald's Next Big Thing,2019,7+,7.8,45/100,0,0,0,1,TRUE,225,15200000,1400000,TRUE,TRUE,2019-09-06,2,tt9165404,tvSeries
Rhyme Time Town,2020,all,7.5,44/100,0,0,0,1,TRUE,46,9000000,1000000,TRUE,TRUE,2020-06-19,2,tt9165434,tvSeries
Gabby's Dollhouse,2021,all,7.1,46/100,0,0,0,1,TRUE,149,559500000,90100000,TRUE,TRUE,2021-01-05,8,tt9165438,tvSeries
Historical Roasts,2019,18+,5.3,44/100,0,0,0,1,TRUE,1560,300000,,TRUE,TRUE,2019-05-27,1,tt9169602,tvSeries
Puerta 7,2020,18+,5.7,42/100,0,0,0,1,TRUE,485,2000000,200000,TRUE,TRUE,2020-02-21,1,tt9170386,tvMiniSeries
The Unlisted,2019,"",6.7,47/100,0,0,0,1,TRUE,649,11700000,900000,TRUE,TRUE,2019-10-17,1,tt9184592,tvSeries
Skylines,2019,16+,7.6,54/100,0,0,0,1,TRUE,2364,1700000,100000,TRUE,TRUE,2019-09-27,1,tt9184970,tvSeries
Tribes of Europa,2021,18+,6.8,61/100,0,0,0,1,TRUE,9549,10600000,1000000,TRUE,TRUE,2021-02-19,1,tt9184982,tvSeries
Barbarians,2020,"",7.2,62/100,0,0,0,1,TRUE,19428,24600000,2200000,TRUE,TRUE,2020-10-23,1,tt9184986,tvSeries
How to Sell Drugs Online (Fast),2019,18+,7.9,71/100,0,0,0,1,TRUE,22168,25400000,3600000,TRUE,TRUE,2019-05-31,3,tt9184994,tvSeries
The A List,2018,7+,5.5,60/100,0,0,0,1,TRUE,1861,18200000,1500000,TRUE,TRUE,2019-08-30,2,tt9185110,tvSeries
Flinch,2019,7+,4.3,39/100,0,0,0,1,TRUE,647,3100000,300000,TRUE,TRUE,2019-05-03,1,tt9196244,tvSeries
Dogs,2018,all,8.1,63/100,0,0,0,1,TRUE,1050,4300000,400000,TRUE,TRUE,2018-11-16,2,tt9199798,tvSeries
Brainchild,2018,7+,8.1,47/100,0,0,0,1,TRUE,347,14300000,1300000,TRUE,TRUE,2018-11-02,1,tt9203042,tvSeries
Kulipari: Dream Walker,2018,all,7.6,34/100,0,0,0,1,TRUE,69,1200000,100000,TRUE,TRUE,2018-11-20,1,tt9203064,tvSeries
Bumping Mics with Jeff Ross & Dave Attell,2018,18+,7.7,50/100,0,0,0,1,TRUE,1051,300000,100000,TRUE,TRUE,2018-11-27,1,tt9203078,tvSeries
Kid Cosmic,2021,7+,8,49/100,0,0,0,1,TRUE,719,10900000,1700000,TRUE,TRUE,2021-02-02,3,tt9248538,tvSeries
Warrior,2018,"",6.7,48/100,0,0,0,1,TRUE,18,7600000,700000,TRUE,TRUE,2018-11-13,1,tt9249090,tvSeries
Ragnarok,2020,18+,7.5,74/100,0,1,0,2,FALSE,27927,246500000,46100000,TRUE,TRUE,2020-01-31,3,tt9251798,tvSeries
Our Planet,2019,all,9.3,82/100,0,0,0,1,TRUE,35667,72600000,4800000,TRUE,TRUE,2019-04-05,1,tt9253866,tvSeries
Rhythm + Flow,2019,18+,7.7,62/100,0,0,0,1,TRUE,1369,6600000,200000,TRUE,TRUE,2019-10-09,1,tt9278032,tvSeries
El Dragón: Return of a Warrior,2019,18+,7,54/100,0,0,0,1,TRUE,1570,97600000,1500000,FALSE,FALSE,2019-10-04,2,tt9281190,tvSeries
Pacific Rim: The Black,2021,16+,7.1,60/100,0,0,0,1,TRUE,3265,8400000,1300000,TRUE,TRUE,2021-03-04,2,tt9288848,tvSeries
Trash Truck,2020,all,8.4,51/100,0,0,0,1,TRUE,308,37300000,6500000,TRUE,TRUE,2020-11-10,2,tt9288860,tvSeries
Cagaster of an Insect Cage,2020,18+,6.2,47/100,0,0,0,1,TRUE,506,2300000,200000,TRUE,TRUE,2020-02-06,1,tt9288892,tvMiniSeries
The Liberator,2020,7+,7.6,61/100,0,0,0,1,TRUE,5033,3400000,500000,TRUE,TRUE,2020-11-11,1,tt9308682,tvMiniSeries
Yasuke,2021,18+,6.2,59/100,0,0,0,1,TRUE,3321,5000000,800000,TRUE,TRUE,2021-04-29,1,tt9310330,tvMiniSeries
Trese,2021,18+,7.1,62/100,0,0,0,1,TRUE,1146,2600000,400000,TRUE,TRUE,2021-06-10,1,tt9310336,tvMiniSeries
Typewriter,2019,18+,6.5,57/100,0,0,0,1,TRUE,3516,2300000,300000,TRUE,TRUE,2019-07-19,1,tt9310372,tvSeries
The Duchess,2020,18+,6.8,52/100,0,1,0,2,FALSE,4489,3300000,600000,TRUE,TRUE,2020-09-11,1,tt9310390,tvSeries
The Stranded,2019,18+,6.3,50/100,0,0,0,1,TRUE,1043,7100000,500000,TRUE,TRUE,2019-11-14,1,tt9310400,tvSeries
Triad Princess,2019,18+,6.9,43/100,0,0,0,1,TRUE,494,3600000,400000,TRUE,TRUE,2019-12-06,1,tt9314996,tvSeries
Instant Hotel,2018,7+,7.3,49/100,0,0,0,1,TRUE,1294,800000,,TRUE,FALSE,2018-12-28,2,tt9316032,tvSeries
Crime Diaries: The Candidate,2019,18+,7.6,52/100,0,0,0,1,TRUE,718,2300000,200000,TRUE,TRUE,2019-03-22,1,tt9327348,tvSeries
The Good Bandit,2019,18+,7.8,39/100,0,0,0,1,TRUE,79,20900000,200000,FALSE,FALSE,2019-08-30,1,tt9328616,tvSeries
The InBESTigators,2019,all,8.1,50/100,0,0,0,1,TRUE,527,76900000,8100000,TRUE,TRUE,2019-08-09,2,tt9332962,tvSeries
Leila,2019,16+,4.8,51/100,0,0,0,1,TRUE,8130,1800000,200000,TRUE,TRUE,2019-06-14,1,tt9337588,tvSeries
Criminal: UK,2019,18+,7.6,65/100,0,0,0,1,TRUE,15581,8400000,1400000,TRUE,TRUE,2019-09-20,2,tt9348692,tvSeries
Rilakkuma and Kaoru,2019,7+,8.3,63/100,0,0,0,1,TRUE,1403,900000,200000,TRUE,TRUE,2019-04-19,1,tt9348716,tvSeries
7SEEDS,2019,18+,6.4,53/100,0,0,0,1,TRUE,1116,5000000,500000,TRUE,TRUE,2019-06-28,2,tt9348718,tvSeries
Young Wallander,2020,18+,6.8,57/100,0,0,0,1,TRUE,7113,10400000,1000000,TRUE,TRUE,2020-09-03,1,tt9359220,tvSeries
Hasmukh,2020,18+,5.3,39/100,0,0,0,1,TRUE,2411,600000,100000,TRUE,TRUE,2020-04-17,1,tt9359294,tvMiniSeries
The Guest,2018,"",8.2,53/100,0,0,0,1,TRUE,950,10000000,200000,FALSE,FALSE,,1,tt9363208,movie
Special,2019,18+,7.6,72/100,0,0,0,1,TRUE,7580,1800000,300000,TRUE,TRUE,2019-04-12,2,tt9381622,tvSeries
Sakho & Mangane,2019,"",6.4,34/100,0,0,0,1,TRUE,101,100000,,TRUE,TRUE,,1,tt9391692,tvSeries
Delhi Crime,2019,"",8.5,71/100,0,0,0,1,TRUE,15165,14100000,1300000,TRUE,TRUE,2019-03-22,2,tt9398466,tvSeries
Selena: The Series,2020,7+,6.8,58/100,0,0,0,1,TRUE,3759,21700000,1700000,TRUE,TRUE,2020-12-04,2,tt9421868,tvSeries
Conversations with a Killer: The Ted Bundy Tapes,2019,18+,7.8,70/100,0,0,0,1,TRUE,25206,8800000,1100000,TRUE,TRUE,2019-01-24,1,tt9425132,tvMiniSeries
Trigger Warning with Killer Mike,2019,16+,7,53/100,0,0,0,1,TRUE,1190,100000,,TRUE,TRUE,2019-01-18,1,tt9426194,tvSeries
Queen Sono,2020,18+,5.9,58/100,0,0,0,1,TRUE,1042,5000000,600000,TRUE,TRUE,2020-02-28,1,tt9426290,tvSeries
Abby Hatcher,2018,all,6.2,46/100,0,0,0,1,TRUE,102,38900000,1700000,FALSE,FALSE,,2,tt9433014,tvSeries
I Am Not Okay with This,2020,18+,7.5,77/100,0,0,0,1,TRUE,45521,6400000,1000000,TRUE,TRUE,2020-02-26,1,tt9446688,tvSeries
The Barrier,2020,16+,6.8,57/100,0,0,0,1,TRUE,2816,14400000,700000,FALSE,FALSE,2020-09-11,1,tt9460858,tvSeries
Ghost in the Shell: SAC_2045,2020,"",6.3,50/100,0,0,0,1,TRUE,1645,3100000,200000,TRUE,TRUE,2020-04-23,2,tt9466298,tvSeries
Touch Your Heart,2019,"",7.7,44/100,0,0,0,1,TRUE,1793,4200000,200000,TRUE,TRUE,,1,tt9466990,tvSeries
Rust Valley Restorers,2018,16+,7.8,55/100,0,0,0,1,TRUE,2298,32600000,2700000,TRUE,FALSE,2019-08-23,3,tt9498102,tvSeries
The Haunted House,2016,7+,8.4,40/100,0,0,0,1,TRUE,49,19000000,900000,TRUE,FALSE,,2,tt9518312,tvSeries
revisions,2019,18+,6,40/100,0,0,0,1,TRUE,513,1900000,200000,TRUE,FALSE,2019-01-09,1,tt9522354,tvMiniSeries
Bakugan: Battle Planet,2018,all,4.9,40/100,0,0,0,1,TRUE,173,600000,,FALSE,FALSE,,1,tt9527662,tvSeries
Kongsuni and Friends,2017,"",4.4,32/100,0,0,0,1,TRUE,19,14600000,1500000,TRUE,TRUE,,2,tt9529810,tvSeries
Possessed,2019,"",6.9,43/100,0,1,0,2,FALSE,544,6500000,200000,TRUE,TRUE,2019-04-03,1,tt9537306,tvSeries
Ingress: The Animation,2018,all,6.6,44/100,0,0,0,1,TRUE,464,800000,100000,TRUE,TRUE,2018-10-17,1,tt9561968,tvSeries
Halston,2021,18+,7.5,65/100,0,1,0,2,FALSE,8406,4300000,600000,TRUE,TRUE,2021-05-14,1,tt9569546,tvMiniSeries
The Circle,2020,18+,7.3,70/100,0,1,0,2,FALSE,5029,92500000,1200000,TRUE,TRUE,2020-01-01,5,tt9581768,tvSeries
Examination of Conscience,2019,18+,7.9,47/100,0,0,0,1,TRUE,363,400000,100000,TRUE,TRUE,2019-01-25,1,tt9584024,tvMiniSeries
Playing with Fire,2019,18+,5.9,59/100,1,0,0,2,FALSE,730,12700000,1000000,FALSE,FALSE,2019-05-31,1,tt9587732,tvSeries
Space Force,2020,18+,6.7,71/100,0,0,0,1,TRUE,48181,17900000,1600000,TRUE,TRUE,2020-05-29,2,tt9612516,tvSeries
Gigantosaurus,2019,all,7.2,48/100,0,0,1,2,FALSE,112,37200000,1700000,FALSE,FALSE,,2,tt9636800,tvSeries
Regiment Diaries,2018,"",8.8,48/100,0,0,0,1,TRUE,61,100000,,FALSE,FALSE,,1,tt9642576,tvSeries
Dating Around,2019,16+,6.3,50/100,0,0,0,1,TRUE,1064,1400000,200000,TRUE,TRUE,2019-02-14,2,tt9654080,tvSeries
Larry Charles' Dangerous World of Comedy,2019,18+,7.3,43/100,0,0,0,1,TRUE,533,100000,,TRUE,TRUE,2019-02-15,1,tt9654082,tvSeries
Go! Live Your Way,2019,"",7.1,52/100,0,0,0,1,TRUE,461,61200000,2900000,FALSE,FALSE,2019-02-21,2,tt9654086,tvSeries
Behind Her Eyes,2021,18+,7.2,68/100,0,0,0,1,TRUE,44709,43200000,4100000,TRUE,TRUE,2021-02-17,1,tt9698442,tvMiniSeries
44 Cats,2018,7+,6.1,43/100,0,0,0,1,TRUE,233,11100000,900000,TRUE,FALSE,,1,tt9699148,tvSeries
Nailed It! Mexico,2019,all,6.1,38/100,0,0,0,1,TRUE,263,3400000,400000,TRUE,TRUE,2019-02-08,3,tt9708588,tvSeries
Team Kaylie,2019,"",4.4,40/100,0,0,0,1,TRUE,251,17500000,2600000,TRUE,TRUE,2019-09-23,3,tt9717424,tvSeries
Get Even,2020,"",6.5,54/100,0,0,0,1,TRUE,1733,4800000,500000,TRUE,TRUE,2020-07-31,1,tt9724628,tvSeries
The Neighbor,2019,18+,6.6,60/100,0,0,0,1,TRUE,1842,1700000,200000,TRUE,TRUE,2019-12-31,2,tt9731222,tvSeries
The Mess You Leave Behind,2020,"",6.8,58/100,0,0,0,1,TRUE,6935,13300000,900000,TRUE,TRUE,2020-12-11,1,tt9731242,tvSeries
Three Days of Christmas,2019,18+,6.8,44/100,0,0,0,1,TRUE,1034,4300000,1300000,TRUE,TRUE,2019-12-06,1,tt9731254,tvMiniSeries
The Idhun Chronicles,2020,16+,5.4,43/100,0,0,0,1,TRUE,445,1900000,300000,TRUE,TRUE,2020-09-10,2,tt9731266,tvSeries
Valeria,2020,18+,6.2,52/100,0,0,0,1,TRUE,3096,137900000,9300000,TRUE,TRUE,2020-05-08,3,tt9731288,tvSeries
Merry Happy Whatever,2019,"",6.3,51/100,0,0,0,1,TRUE,3924,4500000,1100000,TRUE,TRUE,2019-11-28,1,tt9770286,tvSeries
Trailer Park Boys: The Animated Series,2019,18+,7.5,55/100,0,0,0,1,TRUE,2434,13500000,1400000,TRUE,TRUE,2019-03-31,2,tt9814900,tvSeries
Unorthodox,2020,18+,8,79/100,0,0,0,1,TRUE,63323,9400000,1400000,TRUE,TRUE,2020-03-26,1,tt9815454,tvMiniSeries
Bloodride,2020,18+,6.4,52/100,0,0,0,1,TRUE,3020,2200000,300000,TRUE,TRUE,2020-03-13,1,tt9815502,tvSeries
Shadow,2019,7+,6.6,51/100,0,0,0,1,TRUE,845,4100000,200000,FALSE,FALSE,2019-03-08,1,tt9817236,tvMiniSeries
YooHoo to the Rescue,2019,all,6.6,35/100,0,0,0,1,TRUE,41,6300000,700000,TRUE,TRUE,2019-03-15,3,tt9817288,tvSeries
Green Door,2019,18+,6.3,40/100,0,0,0,1,TRUE,111,100000,,FALSE,FALSE,2019-02-16,1,tt9817290,tvMiniSeries
Selling Sunset,2019,18+,6.3,55/100,0,0,0,1,TRUE,3557,259000000,19400000,TRUE,TRUE,2019-03-22,7,tt9817298,tvSeries
Hollywood,2020,18+,7.5,73/100,0,0,0,1,TRUE,31585,8700000,600000,TRUE,TRUE,2020-05-01,1,tt9827854,tvMiniSeries
Blood & Water,2020,18+,6.4,56/100,0,0,0,1,TRUE,1992,41300000,2700000,TRUE,TRUE,2020-05-20,3,tt9839146,tvSeries
Biohackers,2020,18+,6.8,75/100,0,0,0,1,TRUE,6276,18100000,1800000,TRUE,TRUE,2020-08-20,2,tt9849210,tvSeries
Medical Police,2020,"",6,60/100,0,0,0,1,TRUE,3664,1500000,200000,TRUE,TRUE,2020-01-10,1,tt9850952,tvSeries
Monzón: A Knockout Blow,2019,18+,7.9,51/100,0,0,0,1,TRUE,632,3200000,200000,FALSE,FALSE,2019-10-25,1,tt9852660,tvMiniSeries
The Show Must Go On: The Queen + Adam Lambert Story,2019,"",7.8,44/100,1,0,0,2,FALSE,1653,2100000,,FALSE,FALSE,,1,tt9856280,tvMovie
Best Lover,2016,"",6.5,34/100,0,0,0,1,TRUE,55,400000,,FALSE,FALSE,,1,tt9874364,tvSeries
The Disappearance of Madeleine McCann,2019,16+,6.6,52/100,0,0,0,1,TRUE,9087,14000000,400000,TRUE,TRUE,2019-03-15,1,tt9879074,tvMiniSeries
The Perfect Match,2017,"",7.5,37/100,0,0,0,1,TRUE,123,5400000,100000,TRUE,FALSE,,1,tt9882870,tvSeries
Well-Intended Love,2019,"",7.3,49/100,0,0,0,1,TRUE,1144,25600000,900000,TRUE,FALSE,2019-05-17,2,tt9886950,tvSeries
Chip and Potato,2018,all,6.2,36/100,0,0,0,1,TRUE,109,116000000,16900000,TRUE,FALSE,2019-05-17,4,tt9897038,tvSeries
Her Private Life,2019,"",7.7,47/100,0,0,0,1,TRUE,2025,24700000,600000,TRUE,TRUE,,1,tt9899340,tvSeries
Blown Away,2019,7+,7.1,62/100,0,0,0,1,TRUE,2359,10400000,1000000,TRUE,TRUE,2019-07-12,3,tt9908860,tvSeries
