title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_distinct_seasons,tconst,imdb_title_type
Grace and Frankie,2015,18+,8.3,80/100,0,0,0,1,TRUE,40701,138000000,9400000,TRUE,TRUE,2015-05-08,7,tt3609352,tvSeries
VeggieTales In The House,2014,all,4.4,39/100,0,0,0,1,TRUE,265,100000,,FALSE,FALSE,,1,tt3692064,tvSeries
She's Gotta Have It,2017,18+,6.8,64/100,0,0,0,1,TRUE,4223,2000000,200000,TRUE,TRUE,2017-11-23,2,tt3713588,tvSeries
Hap and Leonard,2016,18+,7.7,61/100,0,0,0,1,TRUE,6928,700000,,FALSE,FALSE,,3,tt3729898,tvSeries
Real Rob,2015,18+,6.4,48/100,0,0,0,1,TRUE,2594,2600000,200000,TRUE,TRUE,2015-11-30,2,tt3741346,tvSeries
Akame ga Kill!,2014,18+,7.8,68/100,1,0,0,2,FALSE,18489,7600000,800000,FALSE,FALSE,,1,tt3742982,tvSeries
Gotham,2014,16+,7.8,83/100,0,0,0,1,TRUE,214938,37900000,100000,FALSE,FALSE,,5,tt3749900,tvSeries
People Just Do Nothing,2014,18+,8.5,61/100,0,0,0,1,TRUE,4620,3600000,700000,FALSE,FALSE,,5,tt3762198,tvSeries
All Hail King Julien,2014,7+,7.1,53/100,0,0,0,1,TRUE,1651,47500000,3900000,TRUE,TRUE,2014-12-19,5,tt3807022,tvSeries
The Adventures of Puss in Boots,2015,7+,6.7,51/100,0,0,0,1,TRUE,1447,69300000,3500000,FALSE,FALSE,2015-01-16,6,tt3807034,tvSeries
Entangled,2014,"",6.9,34/100,0,0,0,1,TRUE,33,100000,,FALSE,FALSE,,1,tt3812468,short
Versailles,2015,18+,7.9,73/100,0,0,0,1,TRUE,14575,10100000,300000,FALSE,FALSE,,3,tt3830558,tvSeries
Spotless,2015,"",7.8,67/100,0,0,0,1,TRUE,3379,1700000,100000,FALSE,FALSE,2016-05-10,1,tt3834000,tvSeries
The Son,2017,16+,7.5,67/100,1,0,0,2,FALSE,5490,1000000,,FALSE,FALSE,2019-07-26,1,tt3839822,tvSeries
Z Nation,2014,16+,6.7,68/100,0,0,0,1,TRUE,33556,47800000,1800000,FALSE,FALSE,,5,tt3843168,tvSeries
Into the Badlands,2015,16+,8,80/100,0,0,0,1,TRUE,42624,10300000,500000,FALSE,FALSE,,3,tt3865236,tvSeries
The Magic School Bus Rides Again,2017,all,6.2,48/100,0,0,0,1,TRUE,690,19500000,1600000,TRUE,TRUE,2017-09-29,2,tt3869122,tvSeries
The Irregular at Magic High School,2014,16+,7.2,61/100,0,0,0,1,TRUE,2601,5200000,200000,FALSE,FALSE,,1,tt3874528,tvSeries
Your Lie in April,2014,7+,8.6,72/100,1,0,0,2,FALSE,20002,200000,,FALSE,FALSE,,1,tt3895150,tvSeries
Good Witch,2015,7+,7.3,68/100,0,0,0,1,TRUE,7985,157500000,10400000,FALSE,FALSE,,7,tt3906732,tvSeries
The Seven Deadly Sins,2014,16+,8,75/100,0,0,0,1,TRUE,25225,62500000,3100000,FALSE,FALSE,2015-08-31,1,tt3909224,tvSeries
Inspector Gadget,2015,all,4.6,40/100,0,0,1,2,FALSE,472,9400000,800000,FALSE,FALSE,2015-03-27,4,tt3910690,tvSeries
Bad Guys,2014,18+,7.9,52/100,0,0,0,1,TRUE,1310,3900000,100000,TRUE,TRUE,,1,tt3914520,tvSeries
Fuller House,2016,7+,6.7,67/100,0,0,0,1,TRUE,25285,182000000,12200000,TRUE,TRUE,2016-02-26,5,tt3986586,tvSeries
Marseille,2016,18+,6.9,56/100,0,0,0,1,TRUE,4778,10500000,1200000,TRUE,TRUE,2016-05-04,2,tt4003966,tvSeries
Supergirl,2015,16+,6.2,77/100,0,0,0,1,TRUE,114321,109400000,3200000,FALSE,FALSE,,6,tt4016454,tvSeries
Tokyo Trial,2016,"",7.4,47/100,0,0,0,1,TRUE,1199,900000,100000,TRUE,TRUE,,1,tt4040530,tvMiniSeries
Lovesick,2014,18+,8.1,64/100,0,0,0,1,TRUE,17144,4300000,600000,TRUE,TRUE,2015-04-15,3,tt4051832,tvSeries
Lucifer,2016,16+,8.1,90/100,0,0,0,1,TRUE,253035,804000000,30400000,FALSE,FALSE,2017-07-23,6,tt4052886,tvSeries
Love,2016,18+,7.7,77/100,0,0,0,1,TRUE,38433,17500000,1300000,TRUE,TRUE,2016-02-19,3,tt4061080,tvSeries
Crazy Ex-Girlfriend,2015,16+,7.8,76/100,0,0,0,1,TRUE,17590,18600000,900000,FALSE,FALSE,,4,tt4094300,tvSeries
Cloudy with a Chance of Meatballs,2017,all,3.3,40/100,0,0,0,1,TRUE,666,7700000,300000,FALSE,FALSE,,1,tt4123482,tvSeries
Between,2015,16+,6,62/100,0,0,0,1,TRUE,8503,15200000,1300000,FALSE,FALSE,2015-05-21,2,tt4132692,tvSeries
PJ Masks,2015,all,5.5,55/100,0,0,1,2,FALSE,978,147700000,6600000,TRUE,FALSE,,4,tt4148744,tvSeries
Dark Matter,2015,18+,7.5,78/100,0,1,0,2,FALSE,39572,300000,,FALSE,FALSE,,3,tt4159076,tvSeries
Richie Rich,2015,all,3.3,37/100,0,0,0,1,TRUE,855,26100000,3100000,TRUE,FALSE,2015-02-20,2,tt4160920,tvSeries
The Crime,2015,"",6.2,38/100,0,0,0,1,TRUE,531,2100000,400000,TRUE,TRUE,,2,tt4173216,tvSeries
The Last Kingdom,2015,18+,8.4,85/100,0,0,0,1,TRUE,92036,341900000,13100000,TRUE,FALSE,2015-12-28,5,tt4179452,tvSeries
Shooter,2016,16+,7.5,73/100,0,0,0,1,TRUE,32590,128500000,3000000,FALSE,FALSE,2016-11-16,3,tt4181172,tvSeries
Glitch,2015,16+,7.3,70/100,0,0,0,1,TRUE,15589,70800000,6200000,TRUE,TRUE,2016-10-14,3,tt4192782,tvSeries
The Frankenstein Chronicles,2015,16+,7.3,67/100,0,0,0,1,TRUE,10391,800000,,FALSE,FALSE,,2,tt4206804,tvSeries
Colony,2016,16+,7.4,77/100,0,0,0,1,TRUE,32137,11000000,400000,FALSE,FALSE,,3,tt4209256,tvSeries
Into the Wild,2014,"",8.5,41/100,0,1,0,2,FALSE,110,500000,,FALSE,FALSE,,1,tt4228738,tvSeries
Call My Agent!,2015,16+,8.3,68/100,0,0,0,1,TRUE,10694,15100000,1300000,FALSE,FALSE,2016-12-20,4,tt4277922,tvSeries
The Fierce Wife,2010,16+,6.8,40/100,0,0,0,1,TRUE,76,900000,,FALSE,FALSE,,1,tt4304720,tvSeries
Resurrection: Ertugrul,2014,16+,8,73/100,0,0,0,1,TRUE,30416,38700000,,FALSE,FALSE,,4,tt4320258,tvSeries
F is for Family,2015,18+,8,74/100,0,0,0,1,TRUE,30656,51800000,5800000,TRUE,TRUE,2015-12-18,5,tt4326894,tvSeries
Wet Hot American Summer: First Day of Camp,2015,16+,7.4,67/100,0,0,0,1,TRUE,22650,1800000,200000,TRUE,TRUE,2015-07-31,1,tt4341500,tvMiniSeries
Outback Truckers,2012,"",7.4,48/100,0,0,0,1,TRUE,219,1000000,,FALSE,FALSE,,3,tt4345548,tvSeries
Babylon Berlin,2017,18+,8.4,72/100,0,0,0,1,TRUE,20361,3100000,200000,FALSE,FALSE,2018-01-30,3,tt4378376,tvSeries
Office Girls,2011,"",6.9,40/100,0,0,0,1,TRUE,116,800000,,TRUE,TRUE,,1,tt4381290,tvMiniSeries
Silver Spoon,2014,16+,7.7,53/100,0,0,0,1,TRUE,1423,100000,,FALSE,FALSE,,1,tt4426042,tvSeries
Locked Up,2015,18+,8.2,67/100,0,0,0,1,TRUE,18141,161300000,7800000,FALSE,FALSE,2015-10-18,4,tt4524056,tvSeries
DC's Legends of Tomorrow,2016,16+,6.8,80/100,0,0,0,1,TRUE,94480,72500000,3300000,FALSE,FALSE,,7,tt4532368,tvSeries
Knightfall,2017,16+,6.8,68/100,0,0,0,1,TRUE,17700,21500000,1000000,TRUE,FALSE,,2,tt4555364,tvSeries
Fauda,2015,16+,8.2,77/100,0,0,0,1,TRUE,21153,224900000,7400000,TRUE,TRUE,2016-12-02,4,tt4565380,tvSeries
Chhota Bheem,2008,"",4.3,27/100,0,0,0,1,TRUE,623,1100000,,FALSE,FALSE,,8,tt4570986,tvSeries
Stranger Things,2016,16+,8.7,96/100,0,0,0,1,TRUE,864533,616600000,30700000,TRUE,TRUE,2016-07-15,4,tt4574334,tvSeries
Luna Petunia,2016,all,6.3,31/100,0,0,0,1,TRUE,47,3300000,500000,TRUE,TRUE,2016-12-09,3,tt4588068,tvSeries
BUNK'D,2015,all,5.4,56/100,0,0,0,1,TRUE,2670,145000000,7400000,FALSE,FALSE,,6,tt4591680,tvSeries
The Get Down,2016,16+,8.3,66/100,0,0,0,1,TRUE,21339,3500000,300000,TRUE,TRUE,2016-08-12,2,tt4592410,tvMiniSeries
The Sound of Your Heart,2016,"",8.3,49/100,0,0,0,1,TRUE,845,2800000,200000,TRUE,TRUE,2017-01-31,1,tt4613520,tvSeries
Master of None,2015,18+,8.3,83/100,0,0,0,1,TRUE,69562,4700000,400000,TRUE,TRUE,2015-11-06,3,tt4635276,tvSeries
Green Eggs and Ham,2019,7+,8.2,63/100,0,0,0,1,TRUE,1947,22500000,1800000,TRUE,TRUE,2019-11-08,1,tt4651448,tvSeries
Documentary Now!,2015,18+,8.1,72/100,0,0,0,1,TRUE,5578,2000000,100000,FALSE,FALSE,,4,tt4677934,tvSeries
Club de Cuervos,2015,18+,8.2,66/100,0,0,0,1,TRUE,5099,25200000,1300000,TRUE,TRUE,2015-08-07,4,tt4680240,tvSeries
Forged in Fire,2015,7+,8.4,65/100,1,1,0,3,FALSE,2945,20800000,300000,FALSE,FALSE,,1,tt4680444,tvSeries
Frontier,2016,18+,7.2,71/100,0,0,0,1,TRUE,17860,52900000,6600000,TRUE,TRUE,2017-01-20,3,tt4686698,tvSeries
Rebellion,2016,16+,7.2,60/100,0,0,0,1,TRUE,3006,7100000,800000,FALSE,FALSE,2016-04-08,2,tt4699982,tvSeries
Beat Bugs,2016,all,7.6,46/100,0,0,0,1,TRUE,478,5800000,400000,TRUE,TRUE,2016-08-03,3,tt4716268,tvSeries
Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4,64/100,1,0,0,2,FALSE,5992,8300000,700000,FALSE,FALSE,,4,tt4728568,tvSeries
Robocar Poli,2011,"",6.7,39/100,0,0,0,1,TRUE,83,32800000,2400000,TRUE,FALSE,,4,tt4763642,tvSeries
Llama Llama,2018,all,6.5,33/100,0,0,0,1,TRUE,244,11900000,1100000,TRUE,TRUE,2018-01-26,2,tt4781350,tvSeries
The Crown,2016,18+,8.6,89/100,0,0,0,1,TRUE,166234,662000000,49600000,TRUE,TRUE,2016-11-04,6,tt4786824,tvSeries
Lady Dynamite,2016,16+,7.4,63/100,0,0,0,1,TRUE,3351,300000,,TRUE,TRUE,2016-05-20,2,tt4789300,tvSeries
Terrace House: Boys & Girls in the City,2015,7+,8.1,55/100,0,0,0,1,TRUE,1463,5900000,200000,TRUE,TRUE,2015-08-31,2,tt4790546,tvSeries
Atelier,2015,16+,7.2,48/100,0,0,0,1,TRUE,862,1700000,100000,TRUE,TRUE,2015-08-31,1,tt4790548,tvMiniSeries
Oh My Ghost,2015,"",8.1,59/100,0,0,0,1,TRUE,3604,5600000,100000,FALSE,FALSE,2018-09-24,1,tt4799574,tvSeries
Alone,2015,16+,8.4,77/100,1,0,0,2,FALSE,3593,67400000,5000000,FALSE,FALSE,,5,tt4803766,tvSeries
Dragons: Race to the Edge,2015,7+,8.3,57/100,0,0,0,1,TRUE,5062,156700000,13500000,TRUE,FALSE,2015-06-26,6,tt4816058,tvSeries
Yu-Gi-Oh!,1998,"",7.9,62/100,1,1,0,3,FALSE,1612,28500000,600000,FALSE,FALSE,,5,tt4834194,tvSeries
A Series of Unfortunate Events,2017,7+,7.8,79/100,0,0,0,1,TRUE,55098,65300000,4400000,TRUE,TRUE,2017-01-13,3,tt4834206,tvSeries
Hotel Transylvania,2017,7+,5.5,43/100,0,0,0,1,TRUE,541,16200000,500000,FALSE,FALSE,,1,tt4858114,tvSeries
Project Mc²,2015,all,6,47/100,0,0,0,1,TRUE,803,22500000,5400000,TRUE,TRUE,2015-08-07,6,tt4861760,tvSeries
Wynonna Earp,2016,16+,7.5,78/100,0,0,0,1,TRUE,20246,7900000,500000,FALSE,FALSE,,4,tt4878326,tvSeries
Stateless,2020,16+,7.6,65/100,0,0,0,1,TRUE,7025,9200000,1100000,FALSE,FALSE,2020-07-08,1,tt4878488,tvMiniSeries
3%,2016,18+,7.4,72/100,0,0,0,1,TRUE,22653,30000000,2100000,TRUE,TRUE,2016-11-24,4,tt4922804,tvSeries
Cathedral of the Sea,2018,16+,7.5,56/100,0,0,0,1,TRUE,3440,14900000,1000000,TRUE,TRUE,2018-08-31,1,tt4944694,tvSeries
Great News,2017,7+,7,66/100,0,0,0,1,TRUE,5766,7500000,700000,TRUE,TRUE,2018-08-23,2,tt4955480,tvSeries
The Good Place,2016,16+,8.2,88/100,0,0,0,1,TRUE,123949,135800000,11900000,FALSE,FALSE,2017-08-21,4,tt4955642,tvSeries
Greenleaf,2016,18+,7.4,59/100,0,0,0,1,TRUE,4522,74000000,4600000,TRUE,TRUE,2017-03-03,5,tt4971144,tvSeries
Flaked,2016,18+,7.2,64/100,0,0,0,1,TRUE,10575,5400000,500000,TRUE,TRUE,2016-03-11,2,tt4973548,tvSeries
Secret City,2016,18+,7.4,71/100,0,0,0,1,TRUE,6839,10400000,1000000,TRUE,TRUE,2018-06-26,1,tt4976512,tvSeries
The Ranch,2016,16+,7.5,67/100,0,0,0,1,TRUE,34735,146200000,12400000,TRUE,TRUE,2016-04-01,8,tt4998212,tvSeries
Ice Fantasy,2016,16+,7.1,42/100,0,0,0,1,TRUE,541,200000,,FALSE,FALSE,,1,tt5022298,tvSeries
Legend Quest,2017,7+,7.4,43/100,0,0,0,1,TRUE,403,2800000,200000,TRUE,TRUE,2017-02-24,1,tt5038900,tvSeries
Cannon Busters,2019,18+,6.8,57/100,0,0,0,1,TRUE,1004,1800000,100000,FALSE,FALSE,2019-08-15,1,tt5066664,tvSeries
Ozark,2017,18+,8.4,89/100,0,0,0,1,TRUE,201029,220300000,8600000,TRUE,TRUE,2017-07-21,4,tt5071412,tvSeries
Lego Bionicle: The Journey to One,2016,7+,5.5,40/100,0,0,0,1,TRUE,149,2400000,1100000,TRUE,TRUE,2016-03-04,2,tt5075942,tvSeries
Troy: Fall of a City,2018,18+,3.8,54/100,0,0,0,1,TRUE,12669,25900000,1500000,TRUE,TRUE,2018-04-06,1,tt5103758,tvSeries
The Method,2015,18+,7.4,56/100,0,0,0,1,TRUE,2499,200000,,FALSE,FALSE,,1,tt5135336,tvSeries
The Witcher,2019,18+,8.2,89/100,0,0,0,1,TRUE,321578,751300000,76200000,TRUE,TRUE,2019-12-20,3,tt5180504,tvSeries
Secrets of Great British Castles,2015,7+,7.8,52/100,0,0,0,1,TRUE,884,7200000,700000,FALSE,FALSE,,2,tt5181284,tvSeries
Reply 1988,2015,"",9.1,67/100,0,0,0,1,TRUE,4257,46800000,900000,TRUE,FALSE,,1,tt5182866,tvSeries
Making a Murderer,2015,16+,8.6,84/100,0,0,0,1,TRUE,88435,24300000,1100000,TRUE,TRUE,2015-12-18,2,tt5189670,tvSeries
The Break,2016,18+,7.6,60/100,0,0,0,1,TRUE,203,1700000,100000,FALSE,FALSE,,2,tt5191128,tvSeries
Dawn of the Croods,2015,7+,6,46/100,0,0,0,1,TRUE,564,43500000,3700000,FALSE,FALSE,2015-12-24,4,tt5193172,tvSeries
Wanted,2016,16+,7.7,63/100,0,0,0,1,TRUE,4916,21700000,2000000,FALSE,FALSE,2017-10-24,3,tt5193358,tvSeries
Van Helsing,2016,16+,6.2,66/100,0,0,0,1,TRUE,18851,82700000,4100000,TRUE,TRUE,2016-12-17,5,tt5197820,tvSeries
Tabula Rasa,2017,18+,8,63/100,0,0,0,1,TRUE,8949,1000000,,FALSE,FALSE,2018-03-15,1,tt5197860,tvMiniSeries
Imposters,2017,16+,7.8,73/100,0,0,0,1,TRUE,11302,20500000,1400000,FALSE,FALSE,,2,tt5212822,tvSeries
Netflix Presents: The Characters,2016,18+,5.4,54/100,0,0,0,1,TRUE,730,200000,,TRUE,TRUE,2016-03-11,1,tt5228026,tvSeries
A Touch of Green,2015,"",8.4,46/100,0,0,0,1,TRUE,238,300000,,FALSE,FALSE,,1,tt5231950,tvSeries
Lost in Space,2018,7+,7.3,80/100,1,0,0,2,FALSE,75450,108700000,6200000,TRUE,TRUE,2018-04-13,3,tt5232792,tvSeries
Word Party,2016,all,5.9,37/100,0,0,0,1,TRUE,309,55300000,9200000,TRUE,TRUE,2016-07-08,5,tt5235950,tvSeries
ERASED,2016,16+,8.5,74/100,1,0,0,2,FALSE,33610,2400000,200000,TRUE,TRUE,2017-12-15,1,tt5249462,tvMiniSeries
Marcella,2016,18+,7.4,72/100,0,0,0,1,TRUE,25873,44000000,4100000,TRUE,TRUE,2016-07-01,3,tt5269594,tvSeries
Chelsea Does,2016,18+,7.2,55/100,0,0,0,1,TRUE,2358,900000,,TRUE,TRUE,2016-01-23,1,tt5275894,tvSeries
Mindhunter,2017,18+,8.6,90/100,0,0,0,1,TRUE,230492,90700000,5000000,TRUE,TRUE,2017-10-13,2,tt5290382,tvSeries
Crashing,2016,"",7.7,65/100,0,0,0,1,TRUE,15748,2100000,400000,FALSE,FALSE,2016-08-31,1,tt5295524,tvSeries
Designated Survivor,2016,7+,7.5,77/100,0,0,0,1,TRUE,80319,318900000,9200000,TRUE,TRUE,2016-09-22,3,tt5296406,tvSeries
The Cuba Libre Story,2016,16+,7.7,48/100,0,0,0,1,TRUE,66,3800000,200000,FALSE,FALSE,2016-12-08,1,tt5319838,tvMiniSeries
Degrassi: Next Class,2016,7+,6.9,58/100,0,0,0,1,TRUE,2803,6000000,600000,TRUE,TRUE,2016-01-15,4,tt5320160,tvSeries
Power Rangers Ninja Steel,2017,7+,6,45/100,0,0,0,1,TRUE,722,69900000,3500000,FALSE,FALSE,,2,tt5335606,tvSeries
Charité,2017,7+,7.9,59/100,0,0,0,1,TRUE,2800,3000000,300000,FALSE,FALSE,,3,tt5337806,tvSeries
One Day at a Time,2017,7+,8.2,77/100,0,0,0,1,TRUE,13872,38300000,2700000,TRUE,TRUE,2017-01-06,3,tt5339440,tvSeries
Mobile Suit Gundam: Iron-Blooded Orphans,2015,18+,7.9,56/100,0,0,0,1,TRUE,1320,6500000,300000,TRUE,FALSE,,2,tt5344382,tvSeries
Cooked,2016,7+,8.1,56/100,0,0,0,1,TRUE,2761,1000000,100000,TRUE,TRUE,2016-02-19,1,tt5347906,tvMiniSeries
Tales by Light,2015,"",8.3,55/100,0,0,0,1,TRUE,1803,2700000,500000,TRUE,FALSE,2016-11-10,3,tt5350276,tvSeries
White Nights,2016,"",7,40/100,1,0,0,2,FALSE,6,5000000,100000,TRUE,TRUE,2016-11-21,1,tt5363068,movie
Disenchantment,2018,16+,7.2,74/100,0,0,0,1,TRUE,49988,139400000,20000000,TRUE,TRUE,2018-08-17,5,tt5363918,tvSeries
Riverdale,2017,16+,6.8,81/100,1,0,0,2,FALSE,125116,361900000,13500000,FALSE,FALSE,2017-01-27,7,tt5420376,tvSeries
Anne with an E,2017,all,8.7,80/100,0,0,0,1,TRUE,41979,168000000,11700000,TRUE,TRUE,2017-05-12,3,tt5421602,tvSeries
Gilmore Girls: A Year in the Life,2016,16+,7.6,68/100,0,0,0,1,TRUE,32300,37900000,3400000,TRUE,TRUE,2016-11-25,1,tt5435008,tvMiniSeries
La Esclava Blanca,2016,"",,24/100,0,0,0,1,TRUE,492,2400000,,FALSE,FALSE,,1,tt5458128,tvSeries
Kong: King of the Apes,2016,7+,5.8,37/100,0,0,0,1,TRUE,279,21700000,1700000,TRUE,TRUE,2016-04-15,2,tt5462936,tvSeries
Gypsy,2017,18+,6.8,67/100,0,0,0,1,TRUE,14742,19000000,900000,TRUE,TRUE,2017-06-30,1,tt5503718,tvSeries
Godless,2017,18+,8.3,80/100,0,0,0,1,TRUE,55926,55700000,3400000,TRUE,TRUE,2017-11-22,1,tt5516154,tvMiniSeries
Good Morning Call,2016,all,7.5,53/100,0,0,0,1,TRUE,2833,14800000,600000,TRUE,FALSE,2016-02-11,2,tt5520732,tvSeries
Kabaneri of the Iron Fortress,2016,18+,7.2,59/100,0,0,0,1,TRUE,4544,300000,,FALSE,FALSE,,1,tt5556656,tvSeries
Easy,2016,18+,6.9,69/100,0,0,0,1,TRUE,12589,11100000,1200000,TRUE,TRUE,2016-09-22,3,tt5562056,tvSeries
60 Days In,2016,16+,7.7,62/100,1,1,0,3,FALSE,2217,16500000,800000,FALSE,FALSE,,3,tt5564124,tvSeries
Friends from College,2017,18+,6.9,66/100,0,0,0,1,TRUE,18742,26700000,3700000,TRUE,TRUE,2017-07-14,2,tt5565334,tvSeries
Maniac,2018,18+,7.8,78/100,0,0,0,1,TRUE,68414,8300000,600000,TRUE,TRUE,2018-09-21,1,tt5580146,tvMiniSeries
Santa Clarita Diet,2017,18+,7.8,79/100,0,0,0,1,TRUE,59187,42300000,3900000,TRUE,TRUE,2017-02-03,3,tt5580540,tvSeries
Voltron: Legendary Defender,2016,7+,8.1,69/100,0,0,0,1,TRUE,7904,23500000,2700000,TRUE,FALSE,2016-06-10,8,tt5580664,tvSeries
Manhunt,2017,16+,8.1,72/100,0,0,0,1,TRUE,53548,900000,,FALSE,FALSE,2018-05-04,1,tt5618256,tvSeries
Flowers,2016,"",8.2,72/100,0,0,0,1,TRUE,4583,300000,,FALSE,FALSE,,2,tt5619658,tvSeries
Pinky Malinky,2019,7+,5.7,38/100,0,0,0,1,TRUE,360,17500000,1800000,TRUE,TRUE,2019-01-01,3,tt5621544,tvSeries
The Mist,2017,16+,5.4,65/100,0,0,0,1,TRUE,22778,27300000,1700000,FALSE,FALSE,2017-08-25,1,tt5639976,tvSeries
Travelers,2016,16+,8.1,77/100,0,0,0,1,TRUE,48252,70000000,3400000,TRUE,TRUE,2016-12-23,3,tt5651844,tvSeries
Wet Hot American Summer: Ten Years Later,2017,16+,6.9,61/100,0,0,0,1,TRUE,7616,1800000,100000,TRUE,TRUE,2017-08-04,1,tt5669272,tvMiniSeries
Watership Down,2018,7+,7.2,64/100,0,0,0,1,TRUE,5489,5200000,600000,TRUE,TRUE,2018-12-23,1,tt5670764,tvMiniSeries
72 Dangerous Places to Live,2016,18+,6.2,43/100,0,0,0,1,TRUE,294,9600000,800000,TRUE,TRUE,,1,tt5674272,tvMiniSeries
Cable Girls,2017,18+,7.6,63/100,0,0,0,1,TRUE,12674,50100000,3400000,TRUE,TRUE,2017-04-28,4,tt5674718,tvSeries
Sin Senos Sí Hay Paraíso,2016,16+,6.7,56/100,0,0,0,1,TRUE,459,61100000,,FALSE,FALSE,,3,tt5676412,tvSeries
Another Miss Oh,2016,"",7.9,52/100,0,0,0,1,TRUE,1419,13200000,300000,TRUE,TRUE,,1,tt5679572,tvSeries
Dear My Friends,2016,"",8.3,41/100,0,0,0,1,TRUE,242,2900000,,FALSE,FALSE,,1,tt5689030,tvSeries
The Windsors,2016,18+,7.1,60/100,0,0,0,1,TRUE,2318,3600000,700000,TRUE,TRUE,,3,tt5692740,tvSeries
Coach Snoop,2016,all,6.9,44/100,0,0,0,1,TRUE,540,1300000,200000,TRUE,TRUE,2018-02-02,1,tt5697642,tvSeries
Toon,2016,"",7.7,46/100,0,0,0,1,TRUE,779,100000,,TRUE,TRUE,2019-10-18,1,tt5698140,tvSeries
Girlboss,2017,18+,7,63/100,0,0,0,1,TRUE,16017,13600000,1000000,TRUE,TRUE,2017-04-21,1,tt5706996,tvSeries
Marlon,2017,7+,7.1,55/100,1,0,0,2,FALSE,3648,13300000,900000,FALSE,FALSE,2018-06-14,2,tt5720168,tvSeries
The Worst Witch,2017,7+,7.3,53/100,0,0,0,1,TRUE,2018,78300000,5800000,TRUE,TRUE,2017-07-21,4,tt5721172,tvSeries
El Chema,2016,16+,6.8,48/100,0,0,0,1,TRUE,267,43200000,,FALSE,FALSE,,1,tt5730624,tvSeries
Kiss Me First,2018,18+,6.3,57/100,0,0,0,1,TRUE,3574,600000,100000,TRUE,TRUE,2018-06-29,1,tt5730690,tvMiniSeries
Dark,2017,16+,8.8,93/100,0,0,0,1,TRUE,305450,90500000,5100000,TRUE,TRUE,2017-12-01,3,tt5753856,tvSeries
Home: Adventures with Tip & Oh,2016,7+,6,43/100,0,0,0,1,TRUE,525,23000000,1800000,FALSE,FALSE,2016-07-29,4,tt5759196,tvSeries
GLOW,2017,18+,8,79/100,0,0,0,1,TRUE,41553,10600000,900000,TRUE,TRUE,2017-06-23,3,tt5770786,tvSeries
Sick Note,2017,18+,6.8,63/100,0,0,0,1,TRUE,6337,3300000,500000,FALSE,FALSE,2018-11-23,2,tt5770788,tvSeries
Julie's Greenroom,2017,"",8.4,43/100,0,0,0,1,TRUE,294,200000,,TRUE,TRUE,2017-03-17,1,tt5779222,tvSeries
The Indian Detective,2017,"",6.5,55/100,0,0,0,1,TRUE,2791,2000000,300000,TRUE,TRUE,2017-12-18,1,tt5797220,tvMiniSeries
72 Cutest Animals,2016,"",5.8,42/100,0,0,0,1,TRUE,387,4100000,300000,FALSE,FALSE,,1,tt5815824,tvMiniSeries
El marginal,2016,18+,8.2,60/100,0,0,0,1,TRUE,2960,38700000,2600000,FALSE,FALSE,2016-10-06,5,tt5820976,tvSeries
Rainbow Ruby,2016,all,6.6,39/100,0,0,0,1,TRUE,59,13800000,,FALSE,FALSE,,1,tt5828144,tvSeries
Paranoid,2016,"",6.7,59/100,0,0,0,1,TRUE,7213,12700000,1000000,TRUE,TRUE,2016-11-17,1,tt5839454,tvMiniSeries
Ask the Storybots,2016,all,8.4,49/100,0,0,0,1,TRUE,722,28100000,4000000,TRUE,FALSE,2016-08-12,3,tt5846856,tvSeries
Paquita Salas,2016,"",8,51/100,0,0,0,1,TRUE,2635,2500000,600000,TRUE,TRUE,2017-10-03,3,tt5866074,tvSeries
World of Winx,2016,7+,6.8,46/100,0,0,0,1,TRUE,627,11300000,1000000,TRUE,TRUE,2016-11-04,2,tt5874596,tvSeries
Fearless,2016,"",7.2,45/100,0,1,0,2,FALSE,267,3300000,400000,TRUE,TRUE,2016-08-19,1,tt5883700,tvSeries
Disjointed,2017,18+,6.8,60/100,0,0,0,1,TRUE,9192,15300000,1300000,FALSE,FALSE,2017-08-25,2,tt5884792,tvSeries
Cyborg 009: Call of Justice,2017,"",5.8,41/100,0,0,0,1,TRUE,163,700000,100000,TRUE,TRUE,2017-02-09,1,tt5894272,tvSeries
Kuromukuro,2016,16+,7.2,48/100,0,0,0,1,TRUE,1144,3100000,300000,TRUE,TRUE,2016-04-10,2,tt5895314,tvSeries
Norsemen,2016,18+,7.8,65/100,0,0,0,1,TRUE,15507,11400000,1700000,TRUE,TRUE,2017-08-17,3,tt5905354,tvSeries
GHOUL,2018,18+,7.1,69/100,0,0,0,1,TRUE,12855,2700000,500000,TRUE,TRUE,2018-08-24,1,tt5909930,tvMiniSeries
Kim's Convenience,2016,16+,8.2,73/100,0,0,0,1,TRUE,11104,79500000,11400000,TRUE,FALSE,,5,tt5912064,tvSeries
Skylanders Academy,2016,7+,6.6,45/100,0,0,0,1,TRUE,618,19200000,1500000,TRUE,TRUE,2016-10-28,3,tt5916218,tvSeries
The Spy,2019,18+,7.9,75/100,0,0,0,1,TRUE,35011,11300000,1200000,TRUE,TRUE,2019-09-06,1,tt5952634,tvMiniSeries
